date,player,team,lineup_spot,hr,hr_score
2026-06-17,Seiya Suzuki,CHC,3,0.0,73.4
2026-06-17,Michael Busch,CHC,4,0.0,59.1
2026-06-17,Alex Bregman,CHC,5,0.0,68.7
2026-06-17,Ian Happ,CHC,6,0.0,61.3
2026-06-17,Matt Shaw,CHC,7,0.0,52.7
2026-06-17,Carson Kelly,CHC,8,0.0,60.8
2026-06-17,Dansby Swanson,CHC,9,1.0,55.0
2026-06-17,Spencer Horwitz,PIT,1,0.0,43.1
2026-06-17,Tyler Callihan,PIT,2,0.0,54.9
2026-06-17,Billy Cook,PIT,3,0.0,47.9
2026-06-17,Esmerlyn Valdez,PIT,4,0.0,49.4
2026-06-17,Nick Gonzales,PIT,5,0.0,41.1
2026-06-17,Marcell Ozuna,PIT,6,1.0,87.3
2026-06-17,Jake Mangum,PIT,7,0.0,49.8
2026-06-17,Jared Triolo,PIT,8,0.0,50.6
2026-06-17,Henry Davis,PIT,9,0.0,51.7
2026-06-17,Nick Kurtz,ATH,1,0.0,64.5
2026-06-17,Shea Langeliers,ATH,2,0.0,52.2
2026-06-17,Tyler Soderstrom,ATH,3,0.0,56.4
2026-06-17,Max Muncy,ATH,4,0.0,65.8
2026-06-17,Jonah Heim,ATH,5,0.0,57.7
2026-06-17,Zack Gelof,ATH,6,1.0,62.2
2026-06-17,Lawrence Butler,ATH,7,0.0,53.8
2026-06-17,Henry Bolte,ATH,8,1.0,54.4
2026-06-17,Alika Williams,ATH,9,0.0,47.4
2026-06-17,Taylor Ward,BAL,1,0.0,50.4
2026-06-17,Gunnar Henderson,BAL,2,1.0,72.3
2026-06-17,Adley Rutschman,BAL,3,0.0,50.5
2026-06-17,Pete Alonso,BAL,4,0.0,77.4
2026-06-17,Samuel Basallo,BAL,5,0.0,45.7
2026-06-17,Leody Taveras,BAL,6,0.0,34.8
2026-06-17,Tyler O'Neill,BAL,7,0.0,49.6
2026-06-17,Jackson Holliday,BAL,8,1.0,46.5
2026-06-17,Blaze Alexander,BAL,9,0.0,44.8
2026-06-17,J.P. Crawford,SEA,1,0.0,34.4
2026-06-17,Cal Raleigh,SEA,2,0.0,49.3
2026-06-17,Rob Refsnyder,SEA,3,0.0,36.4
2026-06-17,Dominic Canzone,SEA,4,1.0,49.4
2026-06-17,Cole Young,SEA,5,1.0,49.5
2026-06-17,Victor Robles,SEA,6,0.0,29.4
2026-06-17,Colt Emerson,SEA,7,0.0,57.5
2026-06-17,Connor Joe,SEA,8,0.0,38.2
2026-06-17,Miles Mastrobuoni,SEA,9,0.0,38.3
2026-06-18,George Springer,TOR,1,0.0,45.1
2026-06-18,Vladimir Guerrero Jr.,TOR,2,1.0,65.1
2026-06-18,Davis Schneider,TOR,3,0.0,51.2
2026-06-18,Myles Straw,TOR,4,0.0,36.7
2026-06-18,Ernie Clement,TOR,5,0.0,30.5
2026-06-18,Nathan Lukes,TOR,6,1.0,41.4
2026-06-18,Kazuma Okamoto,TOR,7,0.0,47.8
2026-06-18,Brandon Valenzuela,TOR,8,0.0,44.1
2026-06-18,Andrés Giménez,TOR,9,0.0,41.3
2026-06-18,Nate Eaton,BOS,1,0.0,38.0
2026-06-18,Ceddanne Rafaela,BOS,2,0.0,44.8
2026-06-18,Wilyer Abreu,BOS,3,0.0,39.6
2026-06-18,Willson Contreras,BOS,4,0.0,69.2
2026-06-18,Jarren Duran,BOS,5,0.0,50.1
2026-06-18,Isiah Kiner-Falefa,BOS,6,1.0,37.6
2026-06-18,Caleb Durbin,BOS,7,1.0,48.2
2026-06-18,Connor Wong,BOS,8,0.0,31.2
2026-06-18,Andruw Monasterio,BOS,9,0.0,40.3
2026-06-18,Travis Bazzana,CLE,1,1.0,62.6
2026-06-18,Daniel Schneemann,CLE,2,0.0,68.3
2026-06-18,Brayan Rocchio,CLE,3,0.0,47.3
2026-06-18,Rhys Hoskins,CLE,4,0.0,64.5
2026-06-18,Kyle Manzardo,CLE,5,1.0,63.2
2026-06-18,Gabriel Arias,CLE,6,0.0,52.1
2026-06-18,Steven Kwan,CLE,7,0.0,40.4
2026-06-18,Kahlil Watson,CLE,8,0.0,50.2
2026-06-18,Austin Hedges,CLE,9,0.0,48.3
2026-06-18,Christian Yelich,MIL,1,0.0,59.7
2026-06-18,Jackson Chourio,MIL,2,0.0,70.7
2026-06-18,Brice Turang,MIL,3,0.0,43.0
2026-06-18,Andrew Vaughn,MIL,4,0.0,44.8
2026-06-18,Jake Bauers,MIL,5,0.0,54.6
2026-06-18,Gary Sánchez,MIL,6,0.0,47.3
2026-06-18,Garrett Mitchell,MIL,7,0.0,57.1
2026-06-18,Cooper Pratt,MIL,8,0.0,40.6
2026-06-18,David Hamilton,MIL,9,0.0,43.0
2026-06-18,Kyler Fedko,MIN,1,0.0,49.0
2026-06-18,Byron Buxton,MIN,2,0.0,91.5
2026-06-18,Kody Clemens,MIN,3,0.0,70.2
2026-06-18,Royce Lewis,MIN,4,0.0,73.1
2026-06-18,Josh Bell,MIN,5,0.0,57.9
2026-06-18,Brooks Lee,MIN,6,1.0,67.1
2026-06-18,Victor Caratini,MIN,7,0.0,63.5
2026-06-18,Ryan Kreidler,MIN,8,1.0,65.4
2026-06-18,Luke Keaschall,MIN,9,0.0,57.6
2026-06-18,Justin Foscue,TEX,1,1.0,56.2
2026-06-18,Josh Jung,TEX,2,0.0,40.6
2026-06-18,Wyatt Langford,TEX,3,1.0,62.8
2026-06-18,Brandon Nimmo,TEX,4,0.0,38.3
2026-06-18,Nicky Lopez,TEX,5,0.0,24.8
2026-06-18,Josh Smith,TEX,6,0.0,41.5
2026-06-18,Jake Burger,TEX,7,0.0,59.7
2026-06-18,Cody Freeman,TEX,8,0.0,39.4
2026-06-18,Kyle Higashioka,TEX,9,0.0,55.0
2026-06-18,Taylor Ward,BAL,1,0.0,61.4
2026-06-18,Gunnar Henderson,BAL,2,0.0,85.8
2026-06-18,Jeremiah Jackson,BAL,3,0.0,70.7
2026-06-18,Pete Alonso,BAL,4,0.0,83.8
2026-06-18,Samuel Basallo,BAL,5,0.0,58.1
2026-06-18,Leody Taveras,BAL,6,0.0,42.6
2026-06-18,Colton Cowser,BAL,7,0.0,58.6
2026-06-18,Blaze Alexander,BAL,8,0.0,54.3
2026-06-18,Jackson Holliday,BAL,9,0.0,57.3
2026-06-18,J.P. Crawford,SEA,1,0.0,45.2
2026-06-18,Cal Raleigh,SEA,2,0.0,62.9
2026-06-18,Josh Naylor,SEA,3,0.0,73.0
2026-06-18,Dominic Canzone,SEA,4,0.0,65.6
2026-06-18,Cole Young,SEA,5,0.0,62.3
2026-06-18,Colt Emerson,SEA,6,0.0,68.9
2026-06-18,Mitch Garver,SEA,7,0.0,58.7
2026-06-18,Victor Robles,SEA,8,0.0,44.9
2026-06-18,Miles Mastrobuoni,SEA,9,0.0,51.8
2026-06-18,Carson Benge,NYM,1,0.0,49.0
2026-06-18,Bo Bichette,NYM,2,0.0,60.3
2026-06-18,Juan Soto,NYM,3,1.0,89.5
2026-06-18,Mark Vientos,NYM,4,0.0,68.0
2026-06-18,Zack Short,NYM,5,0.0,46.5
2026-06-18,Marcus Semien,NYM,6,0.0,64.9
2026-06-18,Brett Baty,NYM,7,0.0,47.6
2026-06-18,MJ Melendez,NYM,8,0.0,45.8
2026-06-18,Francisco Alvarez,NYM,9,0.0,63.4
2026-06-18,Justin Crawford,PHI,1,0.0,51.5
2026-06-18,Kyle Schwarber,PHI,2,0.0,86.3
2026-06-18,Bryce Harper,PHI,3,0.0,78.8
2026-06-18,Alec Bohm,PHI,4,0.0,63.7
2026-06-18,Brandon Marsh,PHI,5,0.0,67.1
2026-06-18,Edmundo Sosa,PHI,6,0.0,63.8
2026-06-18,Bryson Stott,PHI,7,0.0,52.8
2026-06-18,J.T. Realmuto,PHI,8,0.0,68.3
2026-06-18,Gabriel Rincones Jr.,PHI,9,0.0,65.8
2026-06-18,Chase Meidroth,CWS,1,0.0,56.1
2026-06-18,Andrew Benintendi,CWS,2,1.0,60.6
2026-06-18,Miguel Vargas,CWS,3,0.0,54.7
2026-06-18,Colson Montgomery,CWS,4,1.0,67.5
2026-06-18,Edgar Quero,CWS,5,0.0,50.8
2026-06-18,Braden Montgomery,CWS,6,0.0,49.8
2026-06-18,Sam Antonacci,CWS,7,0.0,64.2
2026-06-18,Jacob Gonzalez,CWS,8,0.0,51.2
2026-06-18,Tristan Peters,CWS,9,0.0,61.9
2026-06-18,Ben Rice,NYY,1,0.0,64.2
2026-06-18,Paul Goldschmidt,NYY,2,0.0,79.4
2026-06-18,Cody Bellinger,NYY,3,0.0,77.0
2026-06-18,Jasson Domínguez,NYY,4,0.0,58.8
2026-06-18,Anthony Volpe,NYY,5,0.0,50.0
2026-06-18,Spencer Jones,NYY,6,0.0,62.4
2026-06-18,José Caballero,NYY,7,0.0,62.7
2026-06-18,Ryan McMahon,NYY,8,1.0,65.4
2026-06-18,J.C. Escarra,NYY,9,0.0,48.5
2026-06-18,JJ Wetherholt,STL,1,0.0,42.5
2026-06-18,Iván Herrera,STL,2,0.0,47.8
2026-06-18,Jimmy Crooks,STL,3,0.0,38.5
2026-06-18,Nelson Velázquez,STL,4,0.0,42.2
2026-06-18,Nathan Church,STL,5,0.0,36.1
2026-06-18,Bryan Torres,STL,6,0.0,40.2
2026-06-18,Blaze Jordan,STL,7,0.0,43.3
2026-06-18,José Fermín,STL,8,0.0,35.9
2026-06-18,Pedro Pagés,STL,9,0.0,38.5
2026-06-18,Lane Thomas,KC,1,0.0,44.1
2026-06-18,Tyler Tolbert,KC,2,0.0,29.5
2026-06-18,Jac Caglianone,KC,3,1.0,36.6
2026-06-18,Starling Marte,KC,4,0.0,30.8
2026-06-18,Salvador Perez,KC,5,1.0,41.6
2026-06-18,Carter Jensen,KC,6,0.0,35.3
2026-06-18,Nick Loftin,KC,7,0.0,29.8
2026-06-18,Isaac Collins,KC,8,0.0,30.5
2026-06-18,Michael Massey,KC,9,0.0,29.9
2026-06-18,Zach Neto,LAA,1,0.0,59.1
2026-06-18,Nick Madrigal,LAA,2,0.0,47.2
2026-06-18,Jo Adell,LAA,3,0.0,57.3
2026-06-18,Vaughn Grissom,LAA,4,0.0,34.6
2026-06-18,Oswald Peraza,LAA,5,0.0,44.9
2026-06-18,Christian Moore,LAA,6,0.0,46.4
2026-06-18,Denzer Guzman,LAA,7,0.0,42.8
2026-06-18,Logan O'Hoppe,LAA,8,0.0,44.4
2026-06-18,Wade Meckler,LAA,9,0.0,48.5
2026-06-18,Zack Gelof,ATH,1,0.0,66.7
2026-06-18,Nick Kurtz,ATH,2,0.0,66.9
2026-06-18,Shea Langeliers,ATH,3,1.0,59.4
2026-06-18,Tyler Soderstrom,ATH,4,1.0,63.4
2026-06-18,Jacob Wilson,ATH,5,0.0,39.1
2026-06-18,Jonah Heim,ATH,6,0.0,55.7
2026-06-18,Colby Thomas,ATH,7,0.0,43.7
2026-06-18,Henry Bolte,ATH,8,0.0,55.3
2026-06-18,Alika Williams,ATH,9,0.0,48.9
2026-06-18,Bryce Eldridge,SF,1,0.0,60.4
2026-06-18,Casey Schmitt,SF,2,0.0,54.7
2026-06-18,Christian Koss,SF,3,0.0,52.3
2026-06-18,Drew Cavanaugh,SF,4,0.0,51.4
2026-06-18,Drew Gilbert,SF,5,0.0,46.3
2026-06-18,Eric Haase,SF,6,0.0,57.4
2026-06-18,Grant McCray,SF,7,0.0,60.6
2026-06-18,Heliot Ramos,SF,8,0.0,55.4
2026-06-18,Jesus Rodriguez,SF,9,0.0,51.9
2026-06-18,Jung Hoo Lee,SF,9,0.0,47.2
2026-06-18,Luis Arraez,SF,9,0.0,35.4
2026-06-18,Rafael Devers,SF,9,0.0,78.7
2026-06-18,Willy Adames,SF,9,0.0,75.3
2026-06-18,Austin Riley,ATL,1,0.0,54.8
2026-06-18,Brewer Hicklen,ATL,2,0.0,46.6
2026-06-18,Dominic Smith,ATL,3,0.0,46.3
2026-06-18,Drake Baldwin,ATL,4,0.0,66.2
2026-06-18,Eli White,ATL,5,0.0,57.0
2026-06-18,Jim Jarvis,ATL,6,0.0,51.4
2026-06-18,Joey Bart,ATL,7,0.0,49.1
2026-06-18,Jorge Mateo,ATL,8,0.0,43.6
2026-06-18,Kyle Farmer,ATL,9,0.0,51.6
2026-06-18,Matt Olson,ATL,9,0.0,80.4
2026-06-18,Mauricio Dubón,ATL,9,0.0,52.3
2026-06-18,Michael Harris II,ATL,9,0.0,58.5
2026-06-18,Ozzie Albies,ATL,9,0.0,47.3
2026-06-19,George Springer,TOR,1,1.0,66.4
2026-06-19,Charles McAdoo,TOR,2,0.0,49.8
2026-06-19,Jesús Sánchez,TOR,3,0.0,56.9
2026-06-19,Yohendrick Piñango,TOR,4,0.0,53.8
2026-06-19,Alejandro Kirk,TOR,5,0.0,40.1
2026-06-19,Nathan Lukes,TOR,6,0.0,60.5
2026-06-19,Kazuma Okamoto,TOR,7,0.0,58.4
2026-06-19,Davis Schneider,TOR,8,0.0,66.9
2026-06-19,Andrés Giménez,TOR,9,0.0,55.8
2026-06-19,Justin Dean,CHC,1,0.0,49.7
2026-06-19,Pedro Ramírez,CHC,2,0.0,59.1
2026-06-19,Michael Busch,CHC,3,0.0,50.7
2026-06-19,Seiya Suzuki,CHC,4,0.0,63.2
2026-06-19,Michael Conforto,CHC,5,0.0,47.2
2026-06-19,Matt Shaw,CHC,6,0.0,45.5
2026-06-19,Nico Hoerner,CHC,7,0.0,37.3
2026-06-19,Carson Kelly,CHC,8,1.0,60.1
2026-06-19,Dansby Swanson,CHC,9,0.0,52.6
2026-06-19,Miguel Vargas,CWS,1,0.0,42.2
2026-06-19,Randal Grichuk,CWS,2,1.0,60.9
2026-06-19,Chase Meidroth,CWS,3,0.0,47.6
2026-06-19,Colson Montgomery,CWS,4,0.0,58.6
2026-06-19,Edgar Quero,CWS,5,0.0,40.6
2026-06-19,Braden Montgomery,CWS,6,0.0,38.9
2026-06-19,Sam Antonacci,CWS,7,0.0,56.4
2026-06-19,Andrew Benintendi,CWS,8,0.0,49.0
2026-06-19,Tristan Peters,CWS,9,0.0,48.5
2026-06-19,Kevin McGonigle,DET,1,0.0,55.0
2026-06-19,Dillon Dingler,DET,2,0.0,45.7
2026-06-19,Matt Vierling,DET,3,1.0,46.8
2026-06-19,Riley Greene,DET,4,0.0,52.5
2026-06-19,Spencer Torkelson,DET,5,0.0,58.3
2026-06-19,Kerry Carpenter,DET,6,0.0,68.1
2026-06-19,Hao-Yu Lee,DET,7,0.0,37.6
2026-06-19,Zach McKinstry,DET,8,0.0,27.5
2026-06-19,James Outman,DET,9,0.0,44.7
2026-06-19,Blake Dunn,CIN,1,0.0,44.0
2026-06-19,JJ Bleday,CIN,2,0.0,57.8
2026-06-19,Sal Stewart,CIN,3,0.0,49.8
2026-06-19,Nathaniel Lowe,CIN,4,0.0,43.5
2026-06-19,Spencer Steer,CIN,5,0.0,62.9
2026-06-19,Eugenio Suárez,CIN,6,0.0,53.6
2026-06-19,Tyler Stephenson,CIN,7,0.0,45.3
2026-06-19,Matt McLain,CIN,8,0.0,50.5
2026-06-19,Edwin Arroyo,CIN,9,0.0,42.2
2026-06-19,Ben Rice,NYY,1,1.0,60.5
2026-06-19,Jasson Domínguez,NYY,2,0.0,50.6
2026-06-19,Cody Bellinger,NYY,3,0.0,61.7
2026-06-19,Paul Goldschmidt,NYY,4,0.0,73.2
2026-06-19,Jazz Chisholm Jr.,NYY,5,1.0,69.6
2026-06-19,Spencer Jones,NYY,6,0.0,50.3
2026-06-19,Anthony Volpe,NYY,7,0.0,46.4
2026-06-19,Ryan McMahon,NYY,8,0.0,53.5
2026-06-19,J.C. Escarra,NYY,9,0.0,42.8
2026-06-19,James Wood,WSH,1,0.0,56.8
2026-06-19,Curtis Mead,WSH,2,0.0,41.6
2026-06-19,Dylan Crews,WSH,3,0.0,41.7
2026-06-19,CJ Abrams,WSH,4,1.0,41.4
2026-06-19,Keibert Ruiz,WSH,5,0.0,40.9
2026-06-19,Daylen Lile,WSH,6,0.0,34.1
2026-06-19,Nasim Nuñez,WSH,7,0.0,35.5
2026-06-19,Jorbit Vivas,WSH,8,0.0,36.8
2026-06-19,Jacob Young,WSH,9,0.0,17.9
2026-06-19,Yandy Díaz,TB,1,0.0,48.8
2026-06-19,Jonathan Aranda,TB,2,1.0,52.5
2026-06-19,Jonny DeLuca,TB,3,1.0,53.3
2026-06-19,Junior Caminero,TB,4,0.0,51.0
2026-06-19,Cedric Mullins,TB,5,0.0,47.7
2026-06-19,Chandler Simpson,TB,6,0.0,45.9
2026-06-19,Richie Palacios,TB,7,0.0,45.2
2026-06-19,Taylor Walls,TB,8,0.0,44.8
2026-06-19,Hunter Feduccia,TB,9,0.0,44.6
2026-06-19,Luis Arraez,SF,1,0.0,21.7
2026-06-19,Bryce Eldridge,SF,2,0.0,47.3
2026-06-19,Matt Chapman,SF,3,0.0,59.7
2026-06-19,Rafael Devers,SF,4,1.0,73.5
2026-06-19,Jung Hoo Lee,SF,5,0.0,32.5
2026-06-19,Willy Adames,SF,6,0.0,60.8
2026-06-19,Casey Schmitt,SF,7,0.0,37.0
2026-06-19,Drew Gilbert,SF,8,0.0,32.1
2026-06-19,Daniel Susac,SF,9,0.0,34.2
2026-06-19,Liam Hicks,MIA,1,0.0,44.9
2026-06-19,Owen Caissie,MIA,2,1.0,59.6
2026-06-19,Heriberto Hernández,MIA,3,0.0,53.7
2026-06-19,Kyle Stowers,MIA,4,0.0,55.5
2026-06-19,Otto Lopez,MIA,5,0.0,35.4
2026-06-19,Jakob Marsee,MIA,6,0.0,45.3
2026-06-19,Xavier Edwards,MIA,7,0.0,25.9
2026-06-19,Esteury Ruiz,MIA,8,0.0,52.5
2026-06-19,Javier Sanoja,MIA,9,0.0,40.8
2026-06-19,Christian Yelich,MIL,1,0.0,61.3
2026-06-19,Jackson Chourio,MIL,2,0.0,73.7
2026-06-19,Brice Turang,MIL,3,0.0,42.7
2026-06-19,William Contreras,MIL,4,0.0,58.1
2026-06-19,Garrett Mitchell,MIL,5,0.0,58.1
2026-06-19,David Hamilton,MIL,6,0.0,43.7
2026-06-19,Jake Bauers,MIL,7,0.0,53.7
2026-06-19,Sal Frelick,MIL,8,0.0,34.2
2026-06-19,Gary Sánchez,MIL,9,0.0,51.5
2026-06-19,Drake Baldwin,ATL,1,0.0,59.7
2026-06-19,Ozzie Albies,ATL,2,0.0,36.9
2026-06-19,Matt Olson,ATL,3,0.0,66.0
2026-06-19,Dominic Smith,ATL,4,0.0,40.4
2026-06-19,Mauricio Dubón,ATL,5,0.0,47.0
2026-06-19,Austin Riley,ATL,6,0.0,48.6
2026-06-19,Mike Yastrzemski,ATL,7,1.0,50.0
2026-06-19,Eli White,ATL,8,0.0,46.8
2026-06-19,Jorge Mateo,ATL,9,0.0,39.9
2026-06-19,Fernando Tatis Jr.,SD,1,0.0,58.2
2026-06-19,Samad Taylor,SD,2,0.0,44.9
2026-06-19,Jackson Merrill,SD,3,0.0,56.5
2026-06-19,Manny Machado,SD,4,0.0,51.1
2026-06-19,Gavin Sheets,SD,5,1.0,49.1
2026-06-19,Xander Bogaerts,SD,6,0.0,32.2
2026-06-19,Ty France,SD,7,1.0,53.8
2026-06-19,Jase Bowen,SD,8,0.0,32.7
2026-06-19,Blake Hunt,SD,9,0.0,39.2
2026-06-19,Joc Pederson,TEX,1,0.0,64.9
2026-06-19,Josh Jung,TEX,2,0.0,44.9
2026-06-19,Wyatt Langford,TEX,3,1.0,71.2
2026-06-19,Brandon Nimmo,TEX,4,0.0,41.2
2026-06-19,Ezequiel Duran,TEX,5,0.0,41.2
2026-06-19,Jarred Kelenic,TEX,6,0.0,43.6
2026-06-19,Jake Burger,TEX,7,0.0,64.0
2026-06-19,Nicky Lopez,TEX,8,0.0,28.8
2026-06-19,Elias Díaz,TEX,9,0.0,45.8
2026-06-19,Travis Bazzana,CLE,1,0.0,49.7
2026-06-19,Kyle Manzardo,CLE,2,0.0,47.6
2026-06-19,Brayan Rocchio,CLE,3,0.0,35.7
2026-06-19,Rhys Hoskins,CLE,4,1.0,56.0
2026-06-19,Daniel Schneemann,CLE,5,0.0,53.2
2026-06-19,Gabriel Arias,CLE,6,0.0,38.1
2026-06-19,Petey Halpin,CLE,7,0.0,39.1
2026-06-19,Patrick Bailey,CLE,8,0.0,31.8
2026-06-19,Steven Kwan,CLE,9,0.0,29.5
2026-06-19,Jeremy Peña,HOU,1,1.0,73.7
2026-06-19,Yordan Alvarez,HOU,2,0.0,81.8
2026-06-19,Christian Walker,HOU,3,0.0,70.2
2026-06-19,Isaac Paredes,HOU,4,0.0,75.6
2026-06-19,Raynel Delgado,HOU,5,0.0,54.9
2026-06-19,Yainer Diaz,HOU,6,0.0,54.2
2026-06-19,Cam Smith,HOU,7,0.0,51.6
2026-06-19,Brice Matthews,HOU,8,0.0,64.4
2026-06-19,Jake Meyers,HOU,9,0.0,49.7
2026-06-19,JJ Wetherholt,STL,1,0.0,34.2
2026-06-19,Iván Herrera,STL,2,0.0,37.8
2026-06-19,Alec Burleson,STL,3,0.0,42.2
2026-06-19,Jordan Walker,STL,4,0.0,46.6
2026-06-19,Lars Nootbaar,STL,5,0.0,31.1
2026-06-19,Masyn Winn,STL,6,0.0,27.8
2026-06-19,Nelson Velázquez,STL,7,0.0,35.9
2026-06-19,Bryan Torres,STL,8,0.0,32.0
2026-06-19,José Fermín,STL,9,0.0,31.1
2026-06-19,Carter Jensen,KC,1,0.0,34.2
2026-06-19,Lane Thomas,KC,2,0.0,45.4
2026-06-19,Jac Caglianone,KC,3,1.0,44.5
2026-06-19,Salvador Perez,KC,4,0.0,46.6
2026-06-19,Michael Massey,KC,5,0.0,30.1
2026-06-19,Nick Loftin,KC,6,0.0,30.6
2026-06-19,John Rave,KC,7,0.0,51.3
2026-06-19,Isaac Collins,KC,8,0.0,31.4
2026-06-19,Tyler Tolbert,KC,9,0.0,30.9
2026-06-19,Spencer Horwitz,PIT,1,0.0,43.0
2026-06-19,Nick Gonzales,PIT,2,0.0,38.4
2026-06-19,Ryan O'Hearn,PIT,3,0.0,55.1
2026-06-19,Henry Davis,PIT,4,0.0,47.0
2026-06-19,Brandon Lowe,PIT,5,0.0,66.0
2026-06-19,Endy Rodríguez,PIT,6,0.0,61.0
2026-06-19,Tyler Callihan,PIT,7,0.0,57.3
2026-06-19,Jared Triolo,PIT,8,0.0,46.8
2026-06-19,Jake Mangum,PIT,9,0.0,48.6
2026-06-19,Jake McCarthy,COL,1,0.0,29.3
2026-06-19,Willi Castro,COL,2,0.0,43.7
2026-06-19,Hunter Goodman,COL,3,0.0,54.3
2026-06-19,TJ Rumfield,COL,4,1.0,57.5
2026-06-19,Tyler Freeman,COL,5,0.0,40.8
2026-06-19,Cole Carrigg,COL,6,0.0,53.3
2026-06-19,Braxton Fulford,COL,7,0.0,37.7
2026-06-19,Ezequiel Tovar,COL,8,0.0,38.5
2026-06-19,Kyle Karros,COL,9,0.0,48.6
2026-06-19,Zach Neto,LAA,1,1.0,70.4
2026-06-19,Nolan Schanuel,LAA,2,1.0,54.7
2026-06-19,Jo Adell,LAA,3,0.0,66.3
2026-06-19,Oswald Peraza,LAA,4,0.0,54.0
2026-06-19,Christian Moore,LAA,5,0.0,50.9
2026-06-19,Denzer Guzman,LAA,6,1.0,57.4
2026-06-19,Tyler Heineman,LAA,7,0.0,54.9
2026-06-19,Wade Meckler,LAA,8,0.0,57.0
2026-06-19,Jose Siri,LAA,9,1.0,70.1
2026-06-19,Zack Gelof,ATH,1,0.0,63.6
2026-06-19,Nick Kurtz,ATH,2,0.0,58.6
2026-06-19,Shea Langeliers,ATH,3,0.0,51.6
2026-06-19,Tyler Soderstrom,ATH,4,0.0,60.8
2026-06-19,Jacob Wilson,ATH,5,1.0,41.9
2026-06-19,Jonah Heim,ATH,6,1.0,63.4
2026-06-19,Lawrence Butler,ATH,7,1.0,58.7
2026-06-19,Henry Bolte,ATH,8,0.0,50.0
2026-06-19,Max Muncy,ATH,9,1.0,70.9
2026-06-19,Austin Martin,MIN,1,0.0,43.2
2026-06-19,Byron Buxton,MIN,2,0.0,85.2
2026-06-19,Kody Clemens,MIN,3,0.0,53.8
2026-06-19,Josh Bell,MIN,4,1.0,56.2
2026-06-19,Royce Lewis,MIN,5,1.0,69.8
2026-06-19,Alex Jackson,MIN,6,0.0,40.5
2026-06-19,Kyler Fedko,MIN,7,0.0,43.0
2026-06-19,Tristan Gray,MIN,8,0.0,43.9
2026-06-19,Luke Keaschall,MIN,9,0.0,48.9
2026-06-19,Ketel Marte,ARI,1,1.0,69.7
2026-06-19,Geraldo Perdomo,ARI,2,0.0,51.8
2026-06-19,Corbin Carroll,ARI,3,0.0,81.5
2026-06-19,Gabriel Moreno,ARI,4,0.0,58.7
2026-06-19,Jorge Barrosa,ARI,5,0.0,55.3
2026-06-19,Nolan Arenado,ARI,6,0.0,65.1
2026-06-19,Ildemaro Vargas,ARI,7,0.0,52.8
2026-06-19,Tommy Troy,ARI,8,0.0,66.5
2026-06-19,Pavin Smith,ARI,9,0.0,60.9
2026-06-19,Taylor Ward,BAL,1,0.0,57.7
2026-06-19,Gunnar Henderson,BAL,2,1.0,85.5
2026-06-19,Pete Alonso,BAL,3,1.0,87.8
2026-06-19,Samuel Basallo,BAL,4,0.0,49.8
2026-06-19,Leody Taveras,BAL,5,0.0,36.1
2026-06-19,Colton Cowser,BAL,6,0.0,58.0
2026-06-19,Coby Mayo,BAL,7,0.0,52.3
2026-06-19,Jackson Holliday,BAL,8,0.0,57.7
2026-06-19,Tyler O'Neill,BAL,9,0.0,58.4
2026-06-19,Kyle Tucker,LAD,1,0.0,70.6
2026-06-19,Andy Pages,LAD,2,0.0,44.5
2026-06-19,Freddie Freeman,LAD,3,0.0,83.8
2026-06-19,Mookie Betts,LAD,4,1.0,75.5
2026-06-19,Alex Call,LAD,5,0.0,47.3
2026-06-19,Tommy Edman,LAD,6,0.0,36.1
2026-06-19,Ryan Ward,LAD,7,0.0,52.2
2026-06-19,Dalton Rushing,LAD,8,0.0,42.9
2026-06-19,Alex Freeland,LAD,9,0.0,44.6
2026-06-19,Mickey Gasper,BOS,1,0.0,44.3
2026-06-19,Ceddanne Rafaela,BOS,2,0.0,48.9
2026-06-19,Wilyer Abreu,BOS,3,0.0,41.4
2026-06-19,Willson Contreras,BOS,4,0.0,73.4
2026-06-19,Jarren Duran,BOS,5,0.0,57.9
2026-06-19,Caleb Durbin,BOS,6,1.0,60.3
2026-06-19,Marcelo Mayer,BOS,7,0.0,43.0
2026-06-19,Carlos Narváez,BOS,8,0.0,41.1
2026-06-19,Andruw Monasterio,BOS,9,0.0,46.3
2026-06-19,Rob Refsnyder,SEA,1,0.0,39.6
2026-06-19,Cal Raleigh,SEA,2,0.0,43.2
2026-06-19,Julio Rodríguez,SEA,3,1.0,45.2
2026-06-19,Josh Naylor,SEA,4,0.0,52.2
2026-06-19,Dominic Canzone,SEA,5,0.0,43.9
2026-06-19,Cole Young,SEA,6,0.0,42.7
2026-06-19,Connor Joe,SEA,7,0.0,34.9
2026-06-19,Colt Emerson,SEA,8,0.0,50.8
2026-06-19,Weston Wilson,SEA,9,0.0,38.5
2026-06-20,Sam Antonacci,CWS,1,1.0,62.7
2026-06-20,Miguel Vargas,CWS,2,0.0,47.4
2026-06-20,Edgar Quero,CWS,3,0.0,41.7
2026-06-20,Colson Montgomery,CWS,4,0.0,62.7
2026-06-20,Randal Grichuk,CWS,5,0.0,58.8
2026-06-20,Chase Meidroth,CWS,6,0.0,51.2
2026-06-20,Braden Montgomery,CWS,7,0.0,45.0
2026-06-20,Junior Perez,CWS,8,0.0,62.5
2026-06-20,Drew Romo,CWS,9,0.0,44.5
