date,player,team,lineup_spot,hr,hr_score
2026-06-16,Leo Jiménez,MIA,6,0.0,45.7
2026-06-16,Esteury Ruiz,MIA,7,1.0,63.6
2026-06-16,Jakob Marsee,MIA,8,0.0,46.4
2026-06-16,Connor Norby,MIA,9,0.0,48.1
2026-06-16,Brandon Marsh,PHI,1,1.0,53.3
2026-06-16,Kyle Schwarber,PHI,2,1.0,76.8
2026-06-16,Bryce Harper,PHI,3,0.0,73.1
2026-06-16,Alec Bohm,PHI,4,1.0,60.2
2026-06-16,Bryson Stott,PHI,5,0.0,41.5
2026-06-16,J.T. Realmuto,PHI,6,0.0,57.4
2026-06-16,Derek Hill,PHI,7,0.0,40.9
2026-06-16,Justin Crawford,PHI,8,0.0,39.9
2026-06-16,Edmundo Sosa,PHI,9,0.0,55.3
2026-06-16,Lane Thomas,KC,1,1.0,59.8
2026-06-16,Bobby Witt Jr.,KC,2,0.0,76.0
2026-06-16,Jac Caglianone,KC,3,0.0,53.0
2026-06-16,Isaac Collins,KC,4,0.0,47.9
2026-06-16,Starling Marte,KC,5,0.0,48.9
2026-06-16,Salvador Perez,KC,6,0.0,59.3
2026-06-16,Nick Loftin,KC,7,0.0,47.3
2026-06-16,Michael Massey,KC,8,0.0,42.8
2026-06-16,Kameron Misner,KC,9,0.0,45.7
2026-06-16,James Wood,WSH,1,0.0,75.2
2026-06-16,Jorbit Vivas,WSH,2,0.0,43.1
2026-06-16,Curtis Mead,WSH,3,1.0,52.8
2026-06-16,CJ Abrams,WSH,4,0.0,47.7
2026-06-16,Dylan Crews,WSH,5,0.0,57.7
2026-06-16,Daylen Lile,WSH,6,0.0,44.7
2026-06-16,Jacob Young,WSH,7,0.0,28.3
2026-06-16,Drew Millas,WSH,8,0.0,45.4
2026-06-16,Nasim Nuñez,WSH,9,0.0,43.0
2026-06-16,George Springer,TOR,1,1.0,58.0
2026-06-16,Ernie Clement,TOR,2,0.0,44.3
2026-06-16,Vladimir Guerrero Jr.,TOR,3,0.0,70.3
2026-06-16,Alejandro Kirk,TOR,4,0.0,38.6
2026-06-16,Kazuma Okamoto,TOR,5,0.0,63.3
2026-06-16,Nathan Lukes,TOR,6,0.0,48.5
2026-06-16,Davis Schneider,TOR,7,1.0,61.9
2026-06-16,Andrés Giménez,TOR,8,1.0,54.5
2026-06-16,Myles Straw,TOR,9,0.0,48.3
2026-06-16,Masataka Yoshida,BOS,1,0.0,40.6
2026-06-16,Ceddanne Rafaela,BOS,2,0.0,62.1
2026-06-16,Wilyer Abreu,BOS,3,0.0,55.9
2026-06-16,Willson Contreras,BOS,4,0.0,75.6
2026-06-16,Jarren Duran,BOS,5,1.0,63.2
2026-06-16,Caleb Durbin,BOS,6,0.0,60.8
2026-06-16,Isiah Kiner-Falefa,BOS,7,0.0,41.8
2026-06-16,Marcelo Mayer,BOS,8,0.0,45.9
2026-06-16,Mickey Gasper,BOS,9,0.0,46.6
2026-06-16,Sam Antonacci,CWS,1,0.0,54.3
2026-06-16,Everson Pereira,CWS,2,0.0,47.8
2026-06-16,Edgar Quero,CWS,3,0.0,48.1
2026-06-16,Luisangel Acuña,CWS,4,0.0,46.9
2026-06-16,Braden Montgomery,CWS,5,0.0,54.4
2026-06-16,Chase Meidroth,CWS,6,0.0,54.6
2026-06-16,Jacob Gonzalez,CWS,7,0.0,49.4
2026-06-16,Tristan Peters,CWS,8,0.0,58.9
2026-06-16,Drew Romo,CWS,9,0.0,46.1
2026-06-16,Ben Rice,NYY,1,1.0,68.0
2026-06-16,Max Schuemann,NYY,2,0.0,36.2
2026-06-16,Paul Goldschmidt,NYY,3,1.0,82.1
2026-06-16,Jazz Chisholm Jr.,NYY,4,0.0,69.2
2026-06-16,Spencer Jones,NYY,5,1.0,65.0
2026-06-16,José Caballero,NYY,6,1.0,63.8
2026-06-16,Ryan McMahon,NYY,7,0.0,55.6
2026-06-16,J.C. Escarra,NYY,8,0.0,49.3
2026-06-16,Anthony Volpe,NYY,9,0.0,53.9
2026-06-16,Carson Benge,NYM,1,0.0,46.1
2026-06-16,Bo Bichette,NYM,2,0.0,56.3
2026-06-16,Juan Soto,NYM,3,0.0,78.7
2026-06-16,Eric Wagaman,NYM,4,0.0,50.9
2026-06-16,A.J. Ewing,NYM,5,0.0,45.7
2026-06-16,Marcus Semien,NYM,6,0.0,61.3
2026-06-16,Brett Baty,NYM,7,0.0,39.6
2026-06-16,Mark Vientos,NYM,8,1.0,70.8
2026-06-16,Francisco Alvarez,NYM,9,0.0,63.9
2026-06-16,Blake Dunn,CIN,1,0.0,40.0
2026-06-16,JJ Bleday,CIN,2,0.0,61.8
2026-06-16,Sal Stewart,CIN,3,1.0,49.0
2026-06-16,Dane Myers,CIN,4,0.0,34.4
2026-06-16,Eugenio Suárez,CIN,5,0.0,60.3
2026-06-16,Spencer Steer,CIN,6,1.0,71.5
2026-06-16,Tyler Stephenson,CIN,7,0.0,41.8
2026-06-16,Matt McLain,CIN,8,0.0,45.8
2026-06-16,Edwin Arroyo,CIN,9,0.0,41.4
2026-06-16,Luis Arraez,SF,1,0.0,26.0
2026-06-16,Bryce Eldridge,SF,2,0.0,57.0
2026-06-16,Matt Chapman,SF,3,0.0,69.4
2026-06-16,Rafael Devers,SF,4,1.0,79.2
2026-06-16,Jung Hoo Lee,SF,5,1.0,41.7
2026-06-16,Willy Adames,SF,6,1.0,65.6
2026-06-16,Jonah Cox,SF,7,0.0,50.5
2026-06-16,Drew Gilbert,SF,8,0.0,38.9
2026-06-16,Daniel Susac,SF,9,0.0,40.2
2026-06-16,Drake Baldwin,ATL,1,1.0,59.8
2026-06-16,Eli White,ATL,2,0.0,57.5
2026-06-16,Matt Olson,ATL,3,0.0,77.4
2026-06-16,Ozzie Albies,ATL,4,0.0,41.7
2026-06-16,Dominic Smith,ATL,5,0.0,40.7
2026-06-16,Mauricio Dubón,ATL,6,0.0,43.6
2026-06-16,Austin Riley,ATL,7,0.0,51.2
2026-06-16,Mike Yastrzemski,ATL,8,0.0,40.7
2026-06-16,Ha-Seong Kim,ATL,9,0.0,38.7
2026-06-16,Travis Bazzana,CLE,1,0.0,54.0
2026-06-16,Brayan Rocchio,CLE,2,0.0,44.8
2026-06-16,Rhys Hoskins,CLE,3,0.0,65.7
2026-06-16,Daniel Schneemann,CLE,4,0.0,67.9
2026-06-16,Kyle Manzardo,CLE,5,0.0,59.5
2026-06-16,Petey Halpin,CLE,6,0.0,52.2
2026-06-16,Steven Kwan,CLE,7,0.0,44.5
2026-06-16,Gabriel Arias,CLE,8,0.0,58.2
2026-06-16,Austin Hedges,CLE,9,0.0,57.4
2026-06-16,Christian Yelich,MIL,1,0.0,63.5
2026-06-16,Jackson Chourio,MIL,2,0.0,80.5
2026-06-16,Brice Turang,MIL,3,1.0,54.7
2026-06-16,William Contreras,MIL,4,0.0,64.1
2026-06-16,Jake Bauers,MIL,5,0.0,71.2
2026-06-16,Sal Frelick,MIL,6,0.0,39.9
2026-06-16,Garrett Mitchell,MIL,7,1.0,65.8
2026-06-16,Cooper Pratt,MIL,8,0.0,48.9
2026-06-16,David Hamilton,MIL,9,0.0,55.6
2026-06-16,Fernando Tatis Jr.,SD,1,0.0,74.5
2026-06-16,Jackson Merrill,SD,2,0.0,60.7
2026-06-16,Jase Bowen,SD,3,0.0,44.8
2026-06-16,Xander Bogaerts,SD,4,0.0,45.3
2026-06-16,Gavin Sheets,SD,5,0.0,53.0
2026-06-16,Samad Taylor,SD,6,0.0,58.4
2026-06-16,Ty France,SD,7,0.0,44.1
2026-06-16,Will Wagner,SD,8,0.0,50.5
2026-06-16,Rodolfo Durán,SD,9,0.0,63.7
2026-06-16,JJ Wetherholt,STL,1,0.0,56.4
2026-06-16,Iván Herrera,STL,2,0.0,63.0
2026-06-16,Alec Burleson,STL,3,0.0,68.9
2026-06-16,Jordan Walker,STL,4,0.0,73.5
2026-06-16,Lars Nootbaar,STL,5,0.0,56.0
2026-06-16,Masyn Winn,STL,6,0.0,50.0
2026-06-16,Jimmy Crooks,STL,7,0.0,56.2
2026-06-16,Blaze Jordan,STL,8,0.0,61.6
2026-06-16,Nathan Church,STL,9,0.0,48.2
2026-06-16,Jake McCarthy,COL,1,0.0,32.4
2026-06-16,Willi Castro,COL,2,0.0,41.9
2026-06-16,TJ Rumfield,COL,3,1.0,56.4
2026-06-16,Hunter Goodman,COL,4,0.0,59.1
2026-06-16,Kyle Karros,COL,5,0.0,40.3
2026-06-16,Cole Carrigg,COL,6,0.0,60.3
2026-06-16,Brett Sullivan,COL,7,0.0,54.1
2026-06-16,Ezequiel Tovar,COL,8,0.0,40.4
2026-06-16,Tyler Freeman,COL,9,0.0,39.3
2026-06-16,Pete Crow-Armstrong,CHC,1,1.0,69.0
2026-06-16,Alex Bregman,CHC,2,0.0,61.9
2026-06-16,Michael Busch,CHC,3,0.0,56.3
2026-06-16,Seiya Suzuki,CHC,4,0.0,67.2
2026-06-16,Ian Happ,CHC,5,0.0,61.6
2026-06-16,Nico Hoerner,CHC,6,0.0,42.8
2026-06-16,Michael Conforto,CHC,7,0.0,49.5
2026-06-16,Moisés Ballesteros,CHC,8,0.0,46.6
2026-06-16,Pedro Ramírez,CHC,9,0.0,60.0
2026-06-16,Trevor Larnach,MIN,1,1.0,54.2
2026-06-16,Kyler Fedko,MIN,2,0.0,40.9
2026-06-16,Ryan Kreidler,MIN,3,0.0,43.6
2026-06-16,Royce Lewis,MIN,4,0.0,71.3
2026-06-16,Josh Bell,MIN,5,0.0,49.6
2026-06-16,Brooks Lee,MIN,6,0.0,51.9
2026-06-16,Luke Keaschall,MIN,7,0.0,50.3
2026-06-16,Tristan Gray,MIN,8,0.0,41.8
2026-06-16,Alex Jackson,MIN,9,0.0,42.2
2026-06-16,Joc Pederson,TEX,1,0.0,71.2
2026-06-16,Justin Foscue,TEX,2,0.0,49.9
2026-06-16,Cody Freeman,TEX,3,0.0,43.1
2026-06-16,Nicky Lopez,TEX,4,0.0,29.4
2026-06-16,Ezequiel Duran,TEX,5,0.0,41.8
2026-06-16,Jake Burger,TEX,6,0.0,72.1
2026-06-16,Josh Smith,TEX,7,0.0,48.3
2026-06-16,Alejandro Osuna,TEX,8,0.0,43.8
2026-06-16,Elias Díaz,TEX,9,0.0,46.7
2026-06-16,Kevin McGonigle,DET,1,0.0,51.1
2026-06-16,Dillon Dingler,DET,2,0.0,56.9
2026-06-16,Jahmai Jones,DET,3,0.0,45.9
2026-06-16,Riley Greene,DET,4,0.0,70.4
2026-06-16,Spencer Torkelson,DET,5,0.0,71.8
2026-06-16,Wenceel Pérez,DET,6,0.0,59.6
2026-06-16,Jake Rogers,DET,7,0.0,56.1
2026-06-16,Hao-Yu Lee,DET,8,0.0,44.2
2026-06-16,Matt Vierling,DET,9,0.0,46.2
2026-06-16,Jeremy Peña,HOU,1,0.0,49.5
2026-06-16,Taylor Trammell,HOU,2,0.0,44.1
2026-06-16,Christian Walker,HOU,3,0.0,70.3
2026-06-16,Isaac Paredes,HOU,4,0.0,67.5
2026-06-16,Jose Altuve,HOU,5,0.0,71.9
2026-06-16,Yainer Diaz,HOU,6,0.0,45.7
2026-06-16,Cam Smith,HOU,7,0.0,52.9
2026-06-16,Jake Meyers,HOU,8,0.0,49.7
2026-06-16,Raynel Delgado,HOU,9,0.0,48.4
2026-06-16,Zach Neto,LAA,1,1.0,58.1
2026-06-16,Mike Trout,LAA,2,1.0,88.0
2026-06-16,Nolan Schanuel,LAA,3,0.0,40.9
2026-06-16,Jo Adell,LAA,4,0.0,57.7
2026-06-16,Nick Madrigal,LAA,5,0.0,49.7
2026-06-16,Jose Siri,LAA,6,0.0,60.7
2026-06-16,Denzer Guzman,LAA,7,0.0,48.0
2026-06-16,Logan O'Hoppe,LAA,8,0.0,53.8
2026-06-16,Donovan Walton,LAA,9,0.0,65.1
2026-06-16,Ketel Marte,ARI,1,0.0,64.1
2026-06-16,Geraldo Perdomo,ARI,2,0.0,50.9
2026-06-16,Corbin Carroll,ARI,3,0.0,72.9
2026-06-16,Lourdes Gurriel Jr.,ARI,4,0.0,49.9
2026-06-16,Nolan Arenado,ARI,5,0.0,61.5
2026-06-16,Ildemaro Vargas,ARI,6,0.0,50.9
2026-06-16,Jordan Lawlar,ARI,7,0.0,51.9
2026-06-16,Adrian Del Castillo,ARI,8,0.0,50.5
2026-06-16,Pavin Smith,ARI,9,0.0,52.6
2026-06-16,Spencer Horwitz,PIT,1,0.0,48.0
2026-06-16,Brandon Lowe,PIT,2,1.0,76.6
2026-06-16,Bryan Reynolds,PIT,3,1.0,76.7
2026-06-16,Ryan O'Hearn,PIT,4,0.0,51.7
2026-06-16,Nick Gonzales,PIT,5,0.0,40.9
2026-06-16,Endy Rodríguez,PIT,6,0.0,69.3
2026-06-16,Billy Cook,PIT,7,0.0,55.6
2026-06-16,Jake Mangum,PIT,8,0.0,50.3
2026-06-16,Jared Triolo,PIT,9,0.0,48.2
2026-06-16,Nick Kurtz,ATH,1,0.0,66.3
2026-06-16,Shea Langeliers,ATH,2,0.0,60.7
2026-06-16,Tyler Soderstrom,ATH,3,0.0,65.7
2026-06-16,Jacob Wilson,ATH,4,0.0,40.8
2026-06-16,Zack Gelof,ATH,6,1.0,69.5
2026-06-16,Colby Thomas,ATH,7,0.0,52.8
2026-06-16,Henry Bolte,ATH,8,0.0,51.1
2026-06-16,Alika Williams,ATH,9,0.0,63.0
2026-06-16,Taylor Ward,BAL,1,0.0,56.1
2026-06-16,Gunnar Henderson,BAL,2,0.0,71.0
2026-06-16,Jeremiah Jackson,BAL,3,0.0,58.4
2026-06-16,Pete Alonso,BAL,4,0.0,86.2
2026-06-16,Samuel Basallo,BAL,5,0.0,51.5
2026-06-16,Leody Taveras,BAL,6,0.0,35.8
2026-06-16,Colton Cowser,BAL,7,0.0,54.7
2026-06-16,Blaze Alexander,BAL,8,0.0,44.0
2026-06-16,Jackson Holliday,BAL,9,0.0,46.4
2026-06-16,J.P. Crawford,SEA,1,0.0,36.9
2026-06-16,Cal Raleigh,SEA,2,0.0,55.7
2026-06-16,Julio Rodríguez,SEA,3,0.0,45.7
2026-06-16,Dominic Canzone,SEA,4,0.0,55.9
2026-06-16,Rob Refsnyder,SEA,5,0.0,39.4
2026-06-16,Cole Young,SEA,6,0.0,45.4
2026-06-16,Victor Robles,SEA,7,0.0,31.1
2026-06-16,Colt Emerson,SEA,8,0.0,60.7
2026-06-16,Miles Mastrobuoni,SEA,9,0.0,41.3
2026-06-16,Yandy Díaz,TB,1,0.0,48.9
2026-06-16,Austin Slater,TB,2,0.0,46.5
2026-06-16,Jonathan Aranda,TB,3,0.0,47.9
2026-06-16,Junior Caminero,TB,4,0.0,51.1
2026-06-16,Ryan Vilade,TB,5,0.0,56.4
2026-06-16,Ben Williamson,TB,6,0.0,49.3
2026-06-16,Chandler Simpson,TB,7,0.0,41.6
2026-06-16,Nick Fortes,TB,8,0.0,33.1
2026-06-16,Taylor Walls,TB,9,0.0,46.0
2026-06-16,Shohei Ohtani,LAD,1,1.0,95.2
2026-06-16,Andy Pages,LAD,2,0.0,54.9
2026-06-16,Freddie Freeman,LAD,3,0.0,87.2
2026-06-16,Mookie Betts,LAD,4,0.0,79.8
2026-06-16,Max Muncy,LAD,5,0.0,76.1
2026-06-16,Kyle Tucker,LAD,6,0.0,82.7
2026-06-16,Alex Call,LAD,7,0.0,51.3
2026-06-16,Alex Freeland,LAD,8,0.0,56.5
2026-06-16,Chuckie Robinson,LAD,9,0.0,52.8
2026-06-17,Carson Benge,NYM,1,0.0,49.0
2026-06-17,Bo Bichette,NYM,2,0.0,58.0
2026-06-17,MJ Melendez,NYM,3,0.0,46.3
2026-06-17,Brett Baty,NYM,4,0.0,45.4
2026-06-17,Mark Vientos,NYM,5,0.0,65.5
2026-06-17,Francisco Alvarez,NYM,6,0.0,60.3
2026-06-17,A.J. Ewing,NYM,7,0.0,48.6
2026-06-17,Luis Torrens,NYM,8,0.0,46.3
2026-06-17,Zack Short,NYM,9,0.0,43.9
2026-06-17,Edwin Arroyo,CIN,1,0.0,41.5
2026-06-17,JJ Bleday,CIN,2,0.0,56.4
2026-06-17,Sal Stewart,CIN,3,0.0,50.3
2026-06-17,Dane Myers,CIN,4,0.0,34.1
2026-06-17,Eugenio Suárez,CIN,5,0.0,54.9
2026-06-17,Spencer Steer,CIN,6,0.0,66.4
2026-06-17,Noelvi Marte,CIN,7,0.0,58.3
2026-06-17,Jose Trevino,CIN,8,0.0,45.7
2026-06-17,Matt McLain,CIN,9,0.0,48.7
2026-06-17,Carter Jensen,KC,1,1.0,49.5
2026-06-17,Bobby Witt Jr.,KC,2,0.0,72.4
2026-06-17,Jac Caglianone,KC,3,0.0,47.8
2026-06-17,Lane Thomas,KC,4,1.0,60.1
2026-06-17,Michael Massey,KC,5,1.0,47.8
2026-06-17,Kameron Misner,KC,6,0.0,47.2
2026-06-17,John Rave,KC,7,1.0,66.8
2026-06-17,Nick Loftin,KC,8,0.0,46.0
2026-06-17,Isaac Collins,KC,9,0.0,44.8
2026-06-17,James Wood,WSH,1,0.0,77.5
2026-06-17,Luis García Jr.,WSH,2,0.0,62.5
2026-06-17,Curtis Mead,WSH,3,0.0,54.7
2026-06-17,CJ Abrams,WSH,4,0.0,55.4
2026-06-17,Dylan Crews,WSH,5,0.0,62.9
2026-06-17,Daylen Lile,WSH,6,0.0,53.2
2026-06-17,Keibert Ruiz,WSH,7,0.0,52.6
2026-06-17,José Tena,WSH,8,0.0,47.5
2026-06-17,Nasim Nuñez,WSH,9,0.0,50.9
2026-06-17,Liam Hicks,MIA,1,0.0,48.4
2026-06-17,Otto Lopez,MIA,2,0.0,38.2
2026-06-17,Kyle Stowers,MIA,3,1.0,57.8
2026-06-17,Xavier Edwards,MIA,4,0.0,25.3
2026-06-17,Javier Sanoja,MIA,5,0.0,43.8
2026-06-17,Owen Caissie,MIA,6,1.0,57.8
2026-06-17,Jakob Marsee,MIA,7,1.0,44.8
2026-06-17,Joe Mack,MIA,8,1.0,62.7
2026-06-17,Esteury Ruiz,MIA,9,0.0,58.4
2026-06-17,Trea Turner,PHI,1,0.0,64.7
2026-06-17,Rafael Marchán,PHI,2,0.0,59.2
2026-06-17,Bryce Harper,PHI,3,0.0,77.3
2026-06-17,Derek Hill,PHI,4,0.0,53.5
2026-06-17,Alec Bohm,PHI,5,0.0,61.8
2026-06-17,Bryson Stott,PHI,6,0.0,52.6
2026-06-17,Gabriel Rincones Jr.,PHI,7,0.0,63.4
2026-06-17,Justin Crawford,PHI,8,0.0,49.5
2026-06-17,Garrett Stubbs,PHI,9,0.0,53.4
2026-06-17,Daniel Susac,SF,9,0.0,47.1
2026-06-17,Dominic Smith,ATL,5,0.0,45.2
2026-06-17,Ha-Seong Kim,ATL,9,0.0,42.9
2026-06-17,Kevin McGonigle,DET,1,1.0,58.7
2026-06-17,Dillon Dingler,DET,2,0.0,54.7
2026-06-17,Riley Greene,DET,3,0.0,64.1
2026-06-17,Spencer Torkelson,DET,4,0.0,71.4
2026-06-17,Kerry Carpenter,DET,5,1.0,72.4
2026-06-17,Colt Keith,DET,6,0.0,62.5
2026-06-17,Matt Vierling,DET,7,0.0,43.0
2026-06-17,Hao-Yu Lee,DET,8,0.0,43.8
2026-06-17,Jake Rogers,DET,9,0.0,47.8
2026-06-17,Jeremy Peña,HOU,1,1.0,58.8
2026-06-17,Yordan Alvarez,HOU,2,0.0,88.0
2026-06-17,Christian Walker,HOU,3,0.0,72.7
2026-06-17,Isaac Paredes,HOU,4,0.0,70.2
2026-06-17,Raynel Delgado,HOU,5,0.0,52.2
2026-06-17,Cam Smith,HOU,6,0.0,50.2
2026-06-17,Brice Matthews,HOU,7,0.0,65.5
2026-06-17,Jake Meyers,HOU,8,0.0,46.4
2026-06-17,Christian Vázquez,HOU,9,0.0,48.8
2026-06-17,Fernando Tatis Jr.,SD,1,0.0,66.2
2026-06-17,Samad Taylor,SD,2,0.0,49.9
2026-06-17,Jackson Merrill,SD,3,1.0,62.6
2026-06-17,Manny Machado,SD,4,0.0,56.7
2026-06-17,Gavin Sheets,SD,5,0.0,48.4
2026-06-17,Xander Bogaerts,SD,6,0.0,39.0
2026-06-17,Ty France,SD,7,0.0,42.6
2026-06-17,Sung-Mun Song,SD,8,0.0,40.7
2026-06-17,Rodolfo Durán,SD,9,0.0,55.9
2026-06-17,JJ Wetherholt,STL,1,0.0,42.1
2026-06-17,Iván Herrera,STL,2,0.0,50.0
2026-06-17,Alec Burleson,STL,3,0.0,58.6
2026-06-17,Jordan Walker,STL,4,0.0,62.4
2026-06-17,Lars Nootbaar,STL,5,0.0,43.7
2026-06-17,Masyn Winn,STL,6,0.0,39.9
2026-06-17,Pedro Pagés,STL,7,0.0,37.7
2026-06-17,Blaze Jordan,STL,8,0.0,44.8
2026-06-17,José Fermín,STL,9,0.0,36.6
2026-06-17,Yandy Díaz,TB,1,0.0,43.3
2026-06-17,Jonathan Aranda,TB,2,0.0,39.5
2026-06-17,Cedric Mullins,TB,3,0.0,43.0
2026-06-17,Junior Caminero,TB,4,0.0,45.8
2026-06-17,Ryan Vilade,TB,5,0.0,54.5
2026-06-17,Chandler Simpson,TB,6,0.0,36.6
2026-06-17,Austin Slater,TB,7,0.0,38.4
2026-06-17,Ben Williamson,TB,8,0.0,47.5
2026-06-17,Taylor Walls,TB,9,0.0,35.4
2026-06-17,Andy Pages,LAD,2,0.0,45.8
2026-06-17,Freddie Freeman,LAD,3,1.0,81.8
2026-06-17,Mookie Betts,LAD,4,0.0,70.7
2026-06-17,Alex Vesia,LAD,5,0.0,56.9
2026-06-17,Kyle Tucker,LAD,6,0.0,74.1
2026-06-17,Alex Call,LAD,7,0.0,45.3
2026-06-17,Dalton Rushing,LAD,8,0.0,45.7
2026-06-17,Alex Freeland,LAD,9,0.0,45.4
2026-06-17,Zach Neto,LAA,1,1.0,61.4
2026-06-17,Mike Trout,LAA,2,0.0,82.4
2026-06-17,Jo Adell,LAA,3,0.0,53.9
2026-06-17,Oswald Peraza,LAA,4,0.0,46.2
2026-06-17,Vaughn Grissom,LAA,5,0.0,42.2
2026-06-17,Denzer Guzman,LAA,6,0.0,42.8
2026-06-17,Jose Siri,LAA,7,0.0,58.1
2026-06-17,Logan Porter,LAA,8,0.0,48.6
2026-06-17,Wade Meckler,LAA,9,0.0,47.9
2026-06-17,Ketel Marte,ARI,1,0.0,68.3
2026-06-17,Geraldo Perdomo,ARI,2,0.0,50.1
2026-06-17,Jorge Barrosa,ARI,3,0.0,53.2
2026-06-17,Gabriel Moreno,ARI,4,0.0,56.4
2026-06-17,Nolan Arenado,ARI,5,0.0,64.8
2026-06-17,Ildemaro Vargas,ARI,6,0.0,52.8
2026-06-17,Jordan Lawlar,ARI,7,0.0,55.5
2026-06-17,LuJames Groover,ARI,8,0.0,55.1
2026-06-17,Tommy Troy,ARI,9,0.0,66.8
2026-06-17,George Springer,TOR,1,0.0,55.8
2026-06-17,Vladimir Guerrero Jr.,TOR,2,0.0,67.8
2026-06-17,Kazuma Okamoto,TOR,3,0.0,59.4
2026-06-17,Alejandro Kirk,TOR,4,0.0,34.3
2026-06-17,Ernie Clement,TOR,5,0.0,39.9
2026-06-17,Nathan Lukes,TOR,6,0.0,48.0
2026-06-17,Davis Schneider,TOR,7,0.0,61.7
2026-06-17,Myles Straw,TOR,8,0.0,45.9
2026-06-17,Andrés Giménez,TOR,9,0.0,49.0
2026-06-17,Mickey Gasper,BOS,1,0.0,42.4
2026-06-17,Ceddanne Rafaela,BOS,2,0.0,52.6
2026-06-17,Wilyer Abreu,BOS,3,0.0,48.8
2026-06-17,Willson Contreras,BOS,4,0.0,72.0
2026-06-17,Jarren Duran,BOS,5,0.0,58.3
2026-06-17,Nate Eaton,BOS,6,0.0,42.9
2026-06-17,Isiah Kiner-Falefa,BOS,7,0.0,36.6
2026-06-17,Andruw Monasterio,BOS,8,0.0,45.3
2026-06-17,Marcelo Mayer,BOS,9,0.0,44.8
2026-06-17,Chase Meidroth,CWS,1,0.0,43.5
2026-06-17,Andrew Benintendi,CWS,2,0.0,42.2
2026-06-17,Miguel Vargas,CWS,3,0.0,37.4
2026-06-17,Colson Montgomery,CWS,4,1.0,51.7
2026-06-17,Tristan Peters,CWS,5,0.0,46.9
2026-06-17,Edgar Quero,CWS,6,0.0,33.4
2026-06-17,Braden Montgomery,CWS,7,0.0,37.6
2026-06-17,Jacob Gonzalez,CWS,8,0.0,35.7
2026-06-17,Sam Antonacci,CWS,9,1.0,52.5
2026-06-17,Paul Goldschmidt,NYY,1,1.0,64.9
2026-06-17,Ben Rice,NYY,2,0.0,49.8
2026-06-17,Ryan McMahon,NYY,3,0.0,38.5
2026-06-17,Cody Bellinger,NYY,4,1.0,61.8
2026-06-17,Jasson Domínguez,NYY,5,0.0,51.9
2026-06-17,Jazz Chisholm Jr.,NYY,6,1.0,53.9
2026-06-17,José Caballero,NYY,7,0.0,49.7
2026-06-17,Anthony Volpe,NYY,8,0.0,36.6
2026-06-17,Ali Sánchez,NYY,9,0.0,37.0
2026-06-17,Luis Arraez,SF,1,1.0,35.3
2026-06-17,Bryce Eldridge,SF,2,1.0,63.1
2026-06-17,Matt Chapman,SF,3,0.0,69.1
2026-06-17,Rafael Devers,SF,4,1.0,79.9
2026-06-17,Jung Hoo Lee,SF,5,1.0,44.1
2026-06-17,Willy Adames,SF,6,1.0,76.5
2026-06-17,Jonah Cox,SF,7,0.0,58.9
2026-06-17,Drew Gilbert,SF,8,0.0,45.8
2026-06-17,Eric Haase,SF,9,0.0,47.4
2026-06-17,Mauricio Dubón,ATL,1,1.0,55.4
2026-06-17,Drake Baldwin,ATL,2,1.0,61.9
2026-06-17,Matt Olson,ATL,3,0.0,76.6
2026-06-17,Ozzie Albies,ATL,4,0.0,42.1
2026-06-17,Austin Riley,ATL,5,0.0,54.2
2026-06-17,Eli White,ATL,6,0.0,58.0
2026-06-17,Rowdy Tellez,ATL,7,0.0,42.4
2026-06-17,Mike Yastrzemski,ATL,8,0.0,47.4
2026-06-17,Jair Camargo,ATL,9,0.0,49.5
2026-06-17,Travis Bazzana,CLE,1,0.0,43.3
2026-06-17,Kyle Manzardo,CLE,2,0.0,48.5
2026-06-17,Brayan Rocchio,CLE,3,0.0,35.5
2026-06-17,Rhys Hoskins,CLE,4,0.0,56.3
2026-06-17,Daniel Schneemann,CLE,5,1.0,57.4
2026-06-17,David Fry,CLE,6,0.0,42.2
2026-06-17,Steven Kwan,CLE,7,0.0,33.8
2026-06-17,Petey Halpin,CLE,8,0.0,40.8
2026-06-17,Patrick Bailey,CLE,9,0.0,34.3
2026-06-17,Christian Yelich,MIL,1,1.0,59.1
2026-06-17,Jackson Chourio,MIL,2,1.0,71.8
2026-06-17,Brice Turang,MIL,3,0.0,42.1
2026-06-17,William Contreras,MIL,4,0.0,52.3
2026-06-17,Jake Bauers,MIL,5,0.0,55.3
2026-06-17,Sal Frelick,MIL,6,0.0,31.8
2026-06-17,Blake Perkins,MIL,7,0.0,61.0
2026-06-17,Cooper Pratt,MIL,8,0.0,41.2
2026-06-17,Joey Ortiz,MIL,9,0.0,39.7
2026-06-17,Jake McCarthy,COL,1,0.0,40.3
2026-06-17,Tyler Freeman,COL,2,0.0,51.1
2026-06-17,TJ Rumfield,COL,3,0.0,61.6
2026-06-17,Hunter Goodman,COL,4,1.0,68.6
2026-06-17,Cole Carrigg,COL,5,0.0,65.8
2026-06-17,Willi Castro,COL,6,0.0,53.4
2026-06-17,Ezequiel Tovar,COL,7,0.0,49.1
2026-06-17,Sterlin Thompson,COL,8,1.0,63.5
2026-06-17,Kyle Karros,COL,9,1.0,55.7
2026-06-17,Pete Crow-Armstrong,CHC,1,1.0,72.7
2026-06-17,Nico Hoerner,CHC,2,0.0,42.3
